gender;category;product;fabric_type;composition;usage_hint;co2_kg_per_kg
Men;Tops;Yelek;Dokuma;%45 Yün / %55 Polyester;Yünlü ceket/gömlek;43.9
Men;Tops;Yelek;Dokuma;%48 Polyester / %52 Viskon;Oxford;12.1
Men;Tops;Yelek;Dokuma;%97 Polyester / %3 Elastan;Elbiselik saten;14.4
Men;Tops;Yelek;Dokuma;%78 Pamuk / %18 Naylon / %4 Elastan;Spor poplin;17.2
Men;Tops;Yelek;Dokuma;%50 Pamuk / %17 Polyester / %13 Viskon / %20 Keten;Lüks karışım;15.3
Men;Tops;Yelek;Dokusuz Yüzey;%100 Polipropilen;Spunbond, hijyen ürünleri;2.0
Men;Tops;Yelek;Dokusuz Yüzey;%80 Polipropilen / %20 Polyester;Döşemelik, nonwoven;4.4
Men;Tops;Yelek;Dokusuz Yüzey;%50 Polyester / %50 Viskon;Tıbbi bez, temizlik bezi;12.1
Men;Tops;Yelek;Dokusuz Yüzey;%60 Polyester / %40 Viskon;Tek kullanımlık battaniye;12.6
Men;Tops;Yelek;Dokusuz Yüzey;%100 Viskon;Hijyenik ped;10.1
Men;Tops;Yelek;Dokusuz Yüzey;%100 Pamuk;Medikal gazlı bez;16.4
Men;Tops;Yelek;Dokusuz Yüzey;%80 Pamuk / %20 Polyester;Cerrahi örtü;16.0
Men;Tops;Yelek;Denim;%100 Pamuk;Geleneksel kot;16.4
Men;Tops;Yelek;Denim;%99 Pamuk / %1 Elastan;Streç jean;16.4
Men;Tops;Yelek;Denim;%98 Pamuk / %2 Elastan;Skinny denim;16.5
Men;Tops;Yelek;Denim;%95 Pamuk / %5 Elastan;Body-fit jean;16.6
Men;Tops;Yelek;Denim;%85 Pamuk / %12 Polyester / %3 Elastan;Levi’s High Jeans;16.2
Men;Tops;Yelek;Denim;%80 Pamuk / %19 Polyester / %1 Elastan;Lucky Brand denim;16.0
Men;Tops;Yelek;Denim;%65 Pamuk / %35 Polyester;Karışımlı denim;15.6
Men;Tops;Yelek;Denim;%60 Pamuk / %38 Polyester / %2 Elastan;Streç denim;15.6
Men;Tops;Yelek;Denim;%80 Pamuk / %20 Recycled Pamuk;Sürdürülebilir denim;16.4
Men;Tops;Yelek;Denim;%70 Pamuk / %29 Polyester / %1 Elastan;Esnek jean;15.8
Men;Bottoms;Pantolon;Yuvarlak Örme;%95 Pamuk / %5 Elastan;Tişört, basic jersey;16.6
Men;Bottoms;Pantolon;Yuvarlak Örme;%60 Pamuk / %40 Polyester;Sweatshirt, polar;15.5
Men;Bottoms;Pantolon;Yuvarlak Örme;%65 Pamuk / %35 Polyester;Basic örme kumaş;15.6
Men;Bottoms;Pantolon;Yuvarlak Örme;%50 Pamuk / %50 Polyester;Tişört, nevresim;15.3
Men;Bottoms;Pantolon;Yuvarlak Örme;%79 Viskon / %17 Polyester / %4 Elastan;Jogger, tayt;11.2
Men;Bottoms;Pantolon;Yuvarlak Örme;%91 Polyester / %9 Elastan;Spor tişört;14.7
Men;Bottoms;Pantolon;Yuvarlak Örme;%88 Naylon / %12 Elastan;Spor tayt, iç giyim;20.0
Men;Bottoms;Pantolon;Yuvarlak Örme;%95 Modal / %5 Elastan;Spor üst, atlet;10.6
Men;Bottoms;Pantolon;Yuvarlak Örme;%97 Pamuk / %3 Elastan;Hafif streçli tişört;16.5
Men;Bottoms;Pantolon;Düz Örme;%100 Akrilik;Ekonomik kazak;21.1
Men;Bottoms;Pantolon;Düz Örme;%80 Akrilik / %20 Polyester;Dayanıklı akrilik/polyester;19.7
Men;Bottoms;Pantolon;Düz Örme;%50 Akrilik / %50 Yün;Sıcak tutan triko;50.7
Men;Bottoms;Pantolon;Düz Örme;%80 Yün / %20 Naylon;Şekil koruyucu triko;68.2
Men;Bottoms;Pantolon;Düz Örme;%70 Viskon / %30 Polyester;Yumuşak, akıcı triko;11.3
Men;Bottoms;Pantolon;Düz Örme;%95 Viskon / %5 Elastan;İnce bluz;10.6
Men;Bottoms;Pantolon;Düz Örme;%100 Pamuk;Yazlık triko;16.4
Men;Bottoms;Pantolon;Düz Örme;%95 Pamuk / %5 Elastan;Streç tişört/kazak;16.6
Men;Bottoms;Pantolon;Dokuma;%100 Pamuk;Denim, gömlek, gabardin;16.4
Men;Bottoms;Pantolon;Dokuma;%61 Pamuk / %39 Polyester;Poplin gömleklik;15.5
Men;Bottoms;Pantolon;Dokuma;%65 Polyester / %35 Pamuk;Gabardin;15.0
Men;Bottoms;Pantolon;Dokuma;%97 Pamuk / %3 Elastan;Streç poplin/gabardin;16.5
Men;Bottoms;Pantolon;Dokuma;%45 Yün / %55 Polyester;Yünlü ceket/gömlek;43.9
Men;Bottoms;Pantolon;Dokuma;%48 Polyester / %52 Viskon;Oxford;12.1
Men;Bottoms;Pantolon;Dokuma;%97 Polyester / %3 Elastan;Elbiselik saten;14.4
Men;Bottoms;Pantolon;Dokuma;%78 Pamuk / %18 Naylon / %4 Elastan;Spor poplin;17.2
Men;Bottoms;Pantolon;Dokuma;%50 Pamuk / %17 Polyester / %13 Viskon / %20 Keten;Lüks karışım;15.3
Men;Bottoms;Pantolon;Dokusuz Yüzey;%100 Polipropilen;Spunbond, hijyen ürünleri;2.0
Men;Bottoms;Pantolon;Dokusuz Yüzey;%80 Polipropilen / %20 Polyester;Döşemelik, nonwoven;4.4
Men;Bottoms;Pantolon;Dokusuz Yüzey;%50 Polyester / %50 Viskon;Tıbbi bez, temizlik bezi;12.1
Men;Bottoms;Pantolon;Dokusuz Yüzey;%60 Polyester / %40 Viskon;Tek kullanımlık battaniye;12.6
Men;Bottoms;Pantolon;Dokusuz Yüzey;%100 Viskon;Hijyenik ped;10.1
Men;Bottoms;Pantolon;Dokusuz Yüzey;%100 Pamuk;Medikal gazlı bez;16.4
Men;Bottoms;Pantolon;Dokusuz Yüzey;%80 Pamuk / %20 Polyester;Cerrahi örtü;16.0
Men;Bottoms;Pantolon;Denim;%100 Pamuk;Geleneksel kot;16.4
Men;Bottoms;Pantolon;Denim;%99 Pamuk / %1 Elastan;Streç jean;16.4
Men;Bottoms;Pantolon;Denim;%98 Pamuk / %2 Elastan;Skinny denim;16.5
Men;Bottoms;Pantolon;Denim;%95 Pamuk / %5 Elastan;Body-fit jean;16.6
Men;Bottoms;Pantolon;Denim;%85 Pamuk / %12 Polyester / %3 Elastan;Levi’s High Jeans;16.2
Men;Bottoms;Pantolon;Denim;%80 Pamuk / %19 Polyester / %1 Elastan;Lucky Brand denim;16.0
Men;Bottoms;Pantolon;Denim;%65 Pamuk / %35 Polyester;Karışımlı denim;15.6
Men;Bottoms;Pantolon;Denim;%60 Pamuk / %38 Polyester / %2 Elastan;Streç denim;15.6
Men;Bottoms;Pantolon;Denim;%80 Pamuk / %20 Recycled Pamuk;Sürdürülebilir denim;16.4
Men;Bottoms;Pantolon;Denim;%70 Pamuk / %29 Polyester / %1 Elastan;Esnek jean;15.8
Men;Bottoms;Jean;Yuvarlak Örme;%95 Pamuk / %5 Elastan;Tişört, basic jersey;16.6
Men;Bottoms;Jean;Yuvarlak Örme;%60 Pamuk / %40 Polyester;Sweatshirt, polar;15.5
Men;Bottoms;Jean;Yuvarlak Örme;%65 Pamuk / %35 Polyester;Basic örme kumaş;15.6
Men;Bottoms;Jean;Yuvarlak Örme;%50 Pamuk / %50 Polyester;Tişört, nevresim;15.3
Men;Bottoms;Jean;Yuvarlak Örme;%79 Viskon / %17 Polyester / %4 Elastan;Jogger, tayt;11.2
Men;Bottoms;Jean;Yuvarlak Örme;%91 Polyester / %9 Elastan;Spor tişört;14.7
Men;Bottoms;Jean;Yuvarlak Örme;%88 Naylon / %12 Elastan;Spor tayt, iç giyim;20.0
Men;Bottoms;Jean;Yuvarlak Örme;%95 Modal / %5 Elastan;Spor üst, atlet;10.6
Men;Bottoms;Jean;Yuvarlak Örme;%97 Pamuk / %3 Elastan;Hafif streçli tişört;16.5
Men;Bottoms;Jean;Düz Örme;%100 Akrilik;Ekonomik kazak;21.1
Men;Bottoms;Jean;Düz Örme;%80 Akrilik / %20 Polyester;Dayanıklı akrilik/polyester;19.7
Men;Bottoms;Jean;Düz Örme;%50 Akrilik / %50 Yün;Sıcak tutan triko;50.7
Men;Bottoms;Jean;Düz Örme;%80 Yün / %20 Naylon;Şekil koruyucu triko;68.2
Men;Bottoms;Jean;Düz Örme;%70 Viskon / %30 Polyester;Yumuşak, akıcı triko;11.3
Men;Bottoms;Jean;Düz Örme;%95 Viskon / %5 Elastan;İnce bluz;10.6
Men;Bottoms;Jean;Düz Örme;%100 Pamuk;Yazlık triko;16.4
Men;Bottoms;Jean;Düz Örme;%95 Pamuk / %5 Elastan;Streç tişört/kazak;16.6
Men;Bottoms;Jean;Dokuma;%100 Pamuk;Denim, gömlek, gabardin;16.4
Men;Bottoms;Jean;Dokuma;%61 Pamuk / %39 Polyester;Poplin gömleklik;15.5
Men;Bottoms;Jean;Dokuma;%65 Polyester / %35 Pamuk;Gabardin;15.0
Men;Bottoms;Jean;Dokuma;%97 Pamuk / %3 Elastan;Streç poplin/gabardin;16.5
Men;Bottoms;Jean;Dokuma;%45 Yün / %55 Polyester;Yünlü ceket/gömlek;43.9
Men;Bottoms;Jean;Dokuma;%48 Polyester / %52 Viskon;Oxford;12.1
Men;Bottoms;Jean;Dokuma;%97 Polyester / %3 Elastan;Elbiselik saten;14.4
Men;Bottoms;Jean;Dokuma;%78 Pamuk / %18 Naylon / %4 Elastan;Spor poplin;17.2
Men;Bottoms;Jean;Dokuma;%50 Pamuk / %17 Polyester / %13 Viskon / %20 Keten;Lüks karışım;15.3
Men;Bottoms;Jean;Dokusuz Yüzey;%100 Polipropilen;Spunbond, hijyen ürünleri;2.0
Men;Bottoms;Jean;Dokusuz Yüzey;%80 Polipropilen / %20 Polyester;Döşemelik, nonwoven;4.4
Men;Bottoms;Jean;Dokusuz Yüzey;%50 Polyester / %50 Viskon;Tıbbi bez, temizlik bezi;12.1
Men;Bottoms;Jean;Dokusuz Yüzey;%60 Polyester / %40 Viskon;Tek kullanımlık battaniye;12.6
Men;Bottoms;Jean;Dokusuz Yüzey;%100 Viskon;Hijyenik ped;10.1
Men;Bottoms;Jean;Dokusuz Yüzey;%100 Pamuk;Medikal gazlı bez;16.4
Men;Bottoms;Jean;Dokusuz Yüzey;%80 Pamuk / %20 Polyester;Cerrahi örtü;16.0
Men;Bottoms;Jean;Denim;%100 Pamuk;Geleneksel kot;16.4
Men;Bottoms;Jean;Denim;%99 Pamuk / %1 Elastan;Streç jean;16.4
Men;Bottoms;Jean;Denim;%98 Pamuk / %2 Elastan;Skinny denim;16.5
Men;Bottoms;Jean;Denim;%95 Pamuk / %5 Elastan;Body-fit jean;16.6
Men;Bottoms;Jean;Denim;%85 Pamuk / %12 Polyester / %3 Elastan;Levi’s High Jeans;16.2
Men;Bottoms;Jean;Denim;%80 Pamuk / %19 Polyester / %1 Elastan;Lucky Brand denim;16.0
Men;Bottoms;Jean;Denim;%65 Pamuk / %35 Polyester;Karışımlı denim;15.6
Men;Bottoms;Jean;Denim;%60 Pamuk / %38 Polyester / %2 Elastan;Streç denim;15.6
Men;Bottoms;Jean;Denim;%80 Pamuk / %20 Recycled Pamuk;Sürdürülebilir denim;16.4
Men;Bottoms;Jean;Denim;%70 Pamuk / %29 Polyester / %1 Elastan;Esnek jean;15.8
Men;Bottoms;Şort;Yuvarlak Örme;%95 Pamuk / %5 Elastan;Tişört, basic jersey;16.6
Men;Bottoms;Şort;Yuvarlak Örme;%60 Pamuk / %40 Polyester;Sweatshirt, polar;15.5
Men;Bottoms;Şort;Yuvarlak Örme;%65 Pamuk / %35 Polyester;Basic örme kumaş;15.6
Men;Bottoms;Şort;Yuvarlak Örme;%50 Pamuk / %50 Polyester;Tişört, nevresim;15.3
Men;Bottoms;Şort;Yuvarlak Örme;%79 Viskon / %17 Polyester / %4 Elastan;Jogger, tayt;11.2
Men;Bottoms;Şort;Yuvarlak Örme;%91 Polyester / %9 Elastan;Spor tişört;14.7
Men;Bottoms;Şort;Yuvarlak Örme;%88 Naylon / %12 Elastan;Spor tayt, iç giyim;20.0
Men;Bottoms;Şort;Yuvarlak Örme;%95 Modal / %5 Elastan;Spor üst, atlet;10.6
Men;Bottoms;Şort;Yuvarlak Örme;%97 Pamuk / %3 Elastan;Hafif streçli tişört;16.5
Men;Bottoms;Şort;Düz Örme;%100 Akrilik;Ekonomik kazak;21.1
Men;Bottoms;Şort;Düz Örme;%80 Akrilik / %20 Polyester;Dayanıklı akrilik/polyester;19.7
Men;Bottoms;Şort;Düz Örme;%50 Akrilik / %50 Yün;Sıcak tutan triko;50.7
Men;Bottoms;Şort;Düz Örme;%80 Yün / %20 Naylon;Şekil koruyucu triko;68.2
Men;Bottoms;Şort;Düz Örme;%70 Viskon / %30 Polyester;Yumuşak, akıcı triko;11.3
Men;Bottoms;Şort;Düz Örme;%95 Viskon / %5 Elastan;İnce bluz;10.6
Men;Bottoms;Şort;Düz Örme;%100 Pamuk;Yazlık triko;16.4
Men;Bottoms;Şort;Düz Örme;%95 Pamuk / %5 Elastan;Streç tişört/kazak;16.6
Men;Bottoms;Şort;Dokuma;%100 Pamuk;Denim, gömlek, gabardin;16.4
Men;Bottoms;Şort;Dokuma;%61 Pamuk / %39 Polyester;Poplin gömleklik;15.5
Men;Bottoms;Şort;Dokuma;%65 Polyester / %35 Pamuk;Gabardin;15.0
Men;Bottoms;Şort;Dokuma;%97 Pamuk / %3 Elastan;Streç poplin/gabardin;16.5
Men;Bottoms;Şort;Dokuma;%45 Yün / %55 Polyester;Yünlü ceket/gömlek;43.9
Men;Bottoms;Şort;Dokuma;%48 Polyester / %52 Viskon;Oxford;12.1
Men;Bottoms;Şort;Dokuma;%97 Polyester / %3 Elastan;Elbiselik saten;14.4
Men;Bottoms;Şort;Dokuma;%78 Pamuk / %18 Naylon / %4 Elastan;Spor poplin;17.2
Men;Bottoms;Şort;Dokuma;%50 Pamuk / %17 Polyester / %13 Viskon / %20 Keten;Lüks karışım;15.3
Men;Bottoms;Şort;Dokusuz Yüzey;%100 Polipropilen;Spunbond, hijyen ürünleri;2.0
Men;Bottoms;Şort;Dokusuz Yüzey;%80 Polipropilen / %20 Polyester;Döşemelik, nonwoven;4.4
Men;Bottoms;Şort;Dokusuz Yüzey;%50 Polyester / %50 Viskon;Tıbbi bez, temizlik bezi;12.1
Men;Bottoms;Şort;Dokusuz Yüzey;%60 Polyester / %40 Viskon;Tek kullanımlık battaniye;12.6
Men;Bottoms;Şort;Dokusuz Yüzey;%100 Viskon;Hijyenik ped;10.1
Men;Bottoms;Şort;Dokusuz Yüzey;%100 Pamuk;Medikal gazlı bez;16.4
Men;Bottoms;Şort;Dokusuz Yüzey;%80 Pamuk / %20 Polyester;Cerrahi örtü;16.0
Men;Bottoms;Şort;Denim;%100 Pamuk;Geleneksel kot;16.4
Men;Bottoms;Şort;Denim;%99 Pamuk / %1 Elastan;Streç jean;16.4
Men;Bottoms;Şort;Denim;%98 Pamuk / %2 Elastan;Skinny denim;16.5
Men;Bottoms;Şort;Denim;%95 Pamuk / %5 Elastan;Body-fit jean;16.6
Men;Bottoms;Şort;Denim;%85 Pamuk / %12 Polyester / %3 Elastan;Levi’s High Jeans;16.2
Men;Bottoms;Şort;Denim;%80 Pamuk / %19 Polyester / %1 Elastan;Lucky Brand denim;16.0
Men;Bottoms;Şort;Denim;%65 Pamuk / %35 Polyester;Karışımlı denim;15.6
Men;Bottoms;Şort;Denim;%60 Pamuk / %38 Polyester / %2 Elastan;Streç denim;15.6
Men;Bottoms;Şort;Denim;%80 Pamuk / %20 Recycled Pamuk;Sürdürülebilir denim;16.4
Men;Bottoms;Şort;Denim;%70 Pamuk / %29 Polyester / %1 Elastan;Esnek jean;15.8
Men;Outerwear;Ceket;Yuvarlak Örme;%95 Pamuk / %5 Elastan;Tişört, basic jersey;16.6
Men;Outerwear;Ceket;Yuvarlak Örme;%60 Pamuk / %40 Polyester;Sweatshirt, polar;15.5
Men;Outerwear;Ceket;Yuvarlak Örme;%65 Pamuk / %35 Polyester;Basic örme kumaş;15.6
Men;Outerwear;Ceket;Yuvarlak Örme;%50 Pamuk / %50 Polyester;Tişört, nevresim;15.3
Men;Outerwear;Ceket;Yuvarlak Örme;%79 Viskon / %17 Polyester / %4 Elastan;Jogger, tayt;11.2
Men;Outerwear;Ceket;Yuvarlak Örme;%91 Polyester / %9 Elastan;Spor tişört;14.7
Men;Outerwear;Ceket;Yuvarlak Örme;%88 Naylon / %12 Elastan;Spor tayt, iç giyim;20.0
Men;Outerwear;Ceket;Yuvarlak Örme;%95 Modal / %5 Elastan;Spor üst, atlet;10.6
Men;Outerwear;Ceket;Yuvarlak Örme;%97 Pamuk / %3 Elastan;Hafif streçli tişört;16.5
Men;Outerwear;Ceket;Düz Örme;%100 Akrilik;Ekonomik kazak;21.1
Men;Outerwear;Ceket;Düz Örme;%80 Akrilik / %20 Polyester;Dayanıklı akrilik/polyester;19.7
Men;Outerwear;Ceket;Düz Örme;%50 Akrilik / %50 Yün;Sıcak tutan triko;50.7
Men;Outerwear;Ceket;Düz Örme;%80 Yün / %20 Naylon;Şekil koruyucu triko;68.2
Men;Outerwear;Ceket;Düz Örme;%70 Viskon / %30 Polyester;Yumuşak, akıcı triko;11.3
Men;Outerwear;Ceket;Düz Örme;%95 Viskon / %5 Elastan;İnce bluz;10.6
Men;Outerwear;Ceket;Düz Örme;%100 Pamuk;Yazlık triko;16.4
Men;Outerwear;Ceket;Düz Örme;%95 Pamuk / %5 Elastan;Streç tişört/kazak;16.6
Men;Outerwear;Ceket;Dokuma;%100 Pamuk;Denim, gömlek, gabardin;16.4
Men;Outerwear;Ceket;Dokuma;%61 Pamuk / %39 Polyester;Poplin gömleklik;15.5
Men;Outerwear;Ceket;Dokuma;%65 Polyester / %35 Pamuk;Gabardin;15.0
Men;Outerwear;Ceket;Dokuma;%97 Pamuk / %3 Elastan;Streç poplin/gabardin;16.5
Men;Outerwear;Ceket;Dokuma;%45 Yün / %55 Polyester;Yünlü ceket/gömlek;43.9
Men;Outerwear;Ceket;Dokuma;%48 Polyester / %52 Viskon;Oxford;12.1
Men;Outerwear;Ceket;Dokuma;%97 Polyester / %3 Elastan;Elbiselik saten;14.4
Men;Outerwear;Ceket;Dokuma;%78 Pamuk / %18 Naylon / %4 Elastan;Spor poplin;17.2
Men;Outerwear;Ceket;Dokuma;%50 Pamuk / %17 Polyester / %13 Viskon / %20 Keten;Lüks karışım;15.3
Men;Outerwear;Ceket;Dokusuz Yüzey;%100 Polipropilen;Spunbond, hijyen ürünleri;2.0
Men;Outerwear;Ceket;Dokusuz Yüzey;%80 Polipropilen / %20 Polyester;Döşemelik, nonwoven;4.4
Men;Outerwear;Ceket;Dokusuz Yüzey;%50 Polyester / %50 Viskon;Tıbbi bez, temizlik bezi;12.1
Men;Outerwear;Ceket;Dokusuz Yüzey;%60 Polyester / %40 Viskon;Tek kullanımlık battaniye;12.6
Men;Outerwear;Ceket;Dokusuz Yüzey;%100 Viskon;Hijyenik ped;10.1
Men;Outerwear;Ceket;Dokusuz Yüzey;%100 Pamuk;Medikal gazlı bez;16.4
Men;Outerwear;Ceket;Dokusuz Yüzey;%80 Pamuk / %20 Polyester;Cerrahi örtü;16.0
Men;Outerwear;Ceket;Denim;%100 Pamuk;Geleneksel kot;16.4
Men;Outerwear;Ceket;Denim;%99 Pamuk / %1 Elastan;Streç jean;16.4
Men;Outerwear;Ceket;Denim;%98 Pamuk / %2 Elastan;Skinny denim;16.5
Men;Outerwear;Ceket;Denim;%95 Pamuk / %5 Elastan;Body-fit jean;16.6
Men;Outerwear;Ceket;Denim;%85 Pamuk / %12 Polyester / %3 Elastan;Levi’s High Jeans;16.2
Men;Outerwear;Ceket;Denim;%80 Pamuk / %19 Polyester / %1 Elastan;Lucky Brand denim;16.0
Men;Outerwear;Ceket;Denim;%65 Pamuk / %35 Polyester;Karışımlı denim;15.6
Men;Outerwear;Ceket;Denim;%60 Pamuk / %38 Polyester / %2 Elastan;Streç denim;15.6
Men;Outerwear;Ceket;Denim;%80 Pamuk / %20 Recycled Pamuk;Sürdürülebilir denim;16.4
Men;Outerwear;Ceket;Denim;%70 Pamuk / %29 Polyester / %1 Elastan;Esnek jean;15.8
Men;Outerwear;Blazer ceket;Yuvarlak Örme;%95 Pamuk / %5 Elastan;Tişört, basic jersey;16.6
Men;Outerwear;Blazer ceket;Yuvarlak Örme;%60 Pamuk / %40 Polyester;Sweatshirt, polar;15.5
Men;Outerwear;Blazer ceket;Yuvarlak Örme;%65 Pamuk / %35 Polyester;Basic örme kumaş;15.6
Men;Outerwear;Blazer ceket;Yuvarlak Örme;%50 Pamuk / %50 Polyester;Tişört, nevresim;15.3
Men;Outerwear;Blazer ceket;Yuvarlak Örme;%79 Viskon / %17 Polyester / %4 Elastan;Jogger, tayt;11.2
Men;Outerwear;Blazer ceket;Yuvarlak Örme;%91 Polyester / %9 Elastan;Spor tişört;14.7
Men;Outerwear;Blazer ceket;Yuvarlak Örme;%88 Naylon / %12 Elastan;Spor tayt, iç giyim;20.0
Men;Outerwear;Blazer ceket;Yuvarlak Örme;%95 Modal / %5 Elastan;Spor üst, atlet;10.6
Men;Outerwear;Blazer ceket;Yuvarlak Örme;%97 Pamuk / %3 Elastan;Hafif streçli tişört;16.5
Men;Outerwear;Blazer ceket;Düz Örme;%100 Akrilik;Ekonomik kazak;21.1
Men;Outerwear;Blazer ceket;Düz Örme;%80 Akrilik / %20 Polyester;Dayanıklı akrilik/polyester;19.7
Men;Outerwear;Blazer ceket;Düz Örme;%50 Akrilik / %50 Yün;Sıcak tutan triko;50.7
Men;Outerwear;Blazer ceket;Düz Örme;%80 Yün / %20 Naylon;Şekil koruyucu triko;68.2
Men;Outerwear;Blazer ceket;Düz Örme;%70 Viskon / %30 Polyester;Yumuşak, akıcı triko;11.3
Men;Outerwear;Blazer ceket;Düz Örme;%95 Viskon / %5 Elastan;İnce bluz;10.6
Men;Outerwear;Blazer ceket;Düz Örme;%100 Pamuk;Yazlık triko;16.4
Men;Outerwear;Blazer ceket;Düz Örme;%95 Pamuk / %5 Elastan;Streç tişört/kazak;16.6
Men;Outerwear;Blazer ceket;Dokuma;%100 Pamuk;Denim, gömlek, gabardin;16.4
Men;Outerwear;Blazer ceket;Dokuma;%61 Pamuk / %39 Polyester;Poplin gömleklik;15.5
Men;Outerwear;Blazer ceket;Dokuma;%65 Polyester / %35 Pamuk;Gabardin;15.0
Men;Outerwear;Blazer ceket;Dokuma;%97 Pamuk / %3 Elastan;Streç poplin/gabardin;16.5
Men;Outerwear;Blazer ceket;Dokuma;%45 Yün / %55 Polyester;Yünlü ceket/gömlek;43.9
Men;Outerwear;Blazer ceket;Dokuma;%48 Polyester / %52 Viskon;Oxford;12.1
Men;Outerwear;Blazer ceket;Dokuma;%97 Polyester / %3 Elastan;Elbiselik saten;14.4
Men;Outerwear;Blazer ceket;Dokuma;%78 Pamuk / %18 Naylon / %4 Elastan;Spor poplin;17.2
Men;Outerwear;Blazer ceket;Dokuma;%50 Pamuk / %17 Polyester / %13 Viskon / %20 Keten;Lüks karışım;15.3
Men;Outerwear;Blazer ceket;Dokusuz Yüzey;%100 Polipropilen;Spunbond, hijyen ürünleri;2.0
Men;Outerwear;Blazer ceket;Dokusuz Yüzey;%80 Polipropilen / %20 Polyester;Döşemelik, nonwoven;4.4
Men;Outerwear;Blazer ceket;Dokusuz Yüzey;%50 Polyester / %50 Viskon;Tıbbi bez, temizlik bezi;12.1
Men;Outerwear;Blazer ceket;Dokusuz Yüzey;%60 Polyester / %40 Viskon;Tek kullanımlık battaniye;12.6
Men;Outerwear;Blazer ceket;Dokusuz Yüzey;%100 Viskon;Hijyenik ped;10.1
Men;Outerwear;Blazer ceket;Dokusuz Yüzey;%100 Pamuk;Medikal gazlı bez;16.4
Men;Outerwear;Blazer ceket;Dokusuz Yüzey;%80 Pamuk / %20 Polyester;Cerrahi örtü;16.0
Men;Outerwear;Blazer ceket;Denim;%100 Pamuk;Geleneksel kot;16.4
Men;Outerwear;Blazer ceket;Denim;%99 Pamuk / %1 Elastan;Streç jean;16.4
Men;Outerwear;Blazer ceket;Denim;%98 Pamuk / %2 Elastan;Skinny denim;16.5
Men;Outerwear;Blazer ceket;Denim;%95 Pamuk / %5 Elastan;Body-fit jean;16.6
Men;Outerwear;Blazer ceket;Denim;%85 Pamuk / %12 Polyester / %3 Elastan;Levi’s High Jeans;16.2
Men;Outerwear;Blazer ceket;Denim;%80 Pamuk / %19 Polyester / %1 Elastan;Lucky Brand denim;16.0
Men;Outerwear;Blazer ceket;Denim;%65 Pamuk / %35 Polyester;Karışımlı denim;15.6
Men;Outerwear;Blazer ceket;Denim;%60 Pamuk / %38 Polyester / %2 Elastan;Streç denim;15.6
Men;Outerwear;Blazer ceket;Denim;%80 Pamuk / %20 Recycled Pamuk;Sürdürülebilir denim;16.4
Men;Outerwear;Blazer ceket;Denim;%70 Pamuk / %29 Polyester / %1 Elastan;Esnek jean;15.8
Men;Outerwear;Trençkot;Yuvarlak Örme;%95 Pamuk / %5 Elastan;Tişört, basic jersey;16.6
Men;Outerwear;Trençkot;Yuvarlak Örme;%60 Pamuk / %40 Polyester;Sweatshirt, polar;15.5
Men;Outerwear;Trençkot;Yuvarlak Örme;%65 Pamuk / %35 Polyester;Basic örme kumaş;15.6
Men;Outerwear;Trençkot;Yuvarlak Örme;%50 Pamuk / %50 Polyester;Tişört, nevresim;15.3
Men;Outerwear;Trençkot;Yuvarlak Örme;%79 Viskon / %17 Polyester / %4 Elastan;Jogger, tayt;11.2
Men;Outerwear;Trençkot;Yuvarlak Örme;%91 Polyester / %9 Elastan;Spor tişört;14.7
Men;Outerwear;Trençkot;Yuvarlak Örme;%88 Naylon / %12 Elastan;Spor tayt, iç giyim;20.0
Men;Outerwear;Trençkot;Yuvarlak Örme;%95 Modal / %5 Elastan;Spor üst, atlet;10.6
Men;Outerwear;Trençkot;Yuvarlak Örme;%97 Pamuk / %3 Elastan;Hafif streçli tişört;16.5
Men;Outerwear;Trençkot;Düz Örme;%100 Akrilik;Ekonomik kazak;21.1
Men;Outerwear;Trençkot;Düz Örme;%80 Akrilik / %20 Polyester;Dayanıklı akrilik/polyester;19.7
Men;Outerwear;Trençkot;Düz Örme;%50 Akrilik / %50 Yün;Sıcak tutan triko;50.7
Men;Outerwear;Trençkot;Düz Örme;%80 Yün / %20 Naylon;Şekil koruyucu triko;68.2
Men;Outerwear;Trençkot;Düz Örme;%70 Viskon / %30 Polyester;Yumuşak, akıcı triko;11.3
Men;Outerwear;Trençkot;Düz Örme;%95 Viskon / %5 Elastan;İnce bluz;10.6
Men;Outerwear;Trençkot;Düz Örme;%100 Pamuk;Yazlık triko;16.4
Men;Outerwear;Trençkot;Düz Örme;%95 Pamuk / %5 Elastan;Streç tişört/kazak;16.6
Men;Outerwear;Trençkot;Dokuma;%100 Pamuk;Denim, gömlek, gabardin;16.4
Men;Outerwear;Trençkot;Dokuma;%61 Pamuk / %39 Polyester;Poplin gömleklik;15.5
Men;Outerwear;Trençkot;Dokuma;%65 Polyester / %35 Pamuk;Gabardin;15.0
Men;Outerwear;Trençkot;Dokuma;%97 Pamuk / %3 Elastan;Streç poplin/gabardin;16.5
Men;Outerwear;Trençkot;Dokuma;%45 Yün / %55 Polyester;Yünlü ceket/gömlek;43.9
Men;Outerwear;Trençkot;Dokuma;%48 Polyester / %52 Viskon;Oxford;12.1
Men;Outerwear;Trençkot;Dokuma;%97 Polyester / %3 Elastan;Elbiselik saten;14.4
Men;Outerwear;Trençkot;Dokuma;%78 Pamuk / %18 Naylon / %4 Elastan;Spor poplin;17.2
